cf_id,contact_id,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
3149,3737,Profound mission-critical function,9800,12434,successful,131,US,USD,2020-08-17,2021-04-06,cat4,subcat4
877,2803,De-engineered zero-defect open system,1100,8081,successful,112,US,USD,2021-07-15,2021-10-04,cat5,subcat11
2122,5508,Operative hybrid utilization,145000,6631,failed,130,US,USD,2021-09-17,2021-10-03,cat6,subcat19
923,3850,Function-based interactive matrix,5500,4678,failed,55,US,USD,2021-02-04,2021-03-07,cat3,subcat3
1809,4220,Optimized content-based collaboration,5700,6800,successful,155,US,USD,2021-04-18,2021-11-16,cat6,subcat19
3209,4532,User-centric cohesive policy,3600,10657,successful,266,US,USD,2021-01-21,2021-11-02,cat1,subcat1
1951,6013,Ergonomic methodical hub,5900,4997,failed,114,IT,EUR,2021-07-23,2021-11-25,cat8,subcat15
2566,3396,Devolved disintermediate encryption,3700,13164,successful,155,US,USD,2020-04-25,2021-03-28,cat4,subcat4
2925,4401,Phased clear-thinking policy,2200,8501,successful,207,GB,GBP,2020-04-09,2021-03-05,cat2,subcat2
3087,2981,Seamless solution-oriented capacity,1700,13468,successful,245,US,USD,2020-10-08,2021-08-23,cat4,subcat4
2040,4467,Organized human-resource attitude,88400,121138,successful,1573,US,USD,2020-09-22,2021-04-06,cat2,subcat22
1755,1377,Open-architected disintermediate budgetary management,2400,8117,successful,114,US,USD,2020-12-21,2021-10-27,cat1,subcat1
965,5036,Multi-lateral radical solution,7900,8550,successful,93,US,USD,2021-04-25,2021-09-11,cat4,subcat4
2019,5761,Inverse context-sensitive info-mediaries,94900,57659,failed,594,US,USD,2021-04-10,2021-05-18,cat4,subcat4
843,3699,Versatile neutral workforce,5100,1414,failed,24,US,USD,2020-09-17,2021-04-26,cat5,subcat20
1593,4519,Multi-tiered systematic knowledge user,42700,97524,successful,1681,US,USD,2020-12-18,2021-03-15,cat3,subcat3
2494,5395,Programmable multi-state algorithm,121100,26176,failed,252,US,USD,2020-07-30,2021-05-04,cat4,subcat4
2250,3057,Multi-channeled reciprocal interface,800,2991,successful,32,US,USD,2020-05-13,2021-03-06,cat2,subcat8
1498,2741,Right-sized maximized migration,5400,8366,successful,135,US,USD,2020-07-22,2021-08-07,cat4,subcat4
356,1675,Self-enabling value-added artificial intelligence,4000,12886,successful,140,US,USD,2021-02-28,2021-08-08,cat4,subcat4
1432,2712,Vision-oriented interactive solution,7000,5177,failed,67,US,USD,2021-04-22,2022-01-08,cat1,subcat1
25,4527,Fundamental user-facing productivity,1000,8641,successful,92,US,USD,2021-08-10,2021-08-20,cat7,subcat12
488,1722,Innovative well-modulated capability,60200,86244,successful,1015,GB,GBP,2020-07-17,2021-03-03,cat4,subcat4
423,4330,Universal fault-tolerant orchestration,195200,78630,failed,742,US,USD,2021-03-27,2021-11-17,cat6,subcat10
2028,5219,Grass-roots executive synergy,6700,11941,successful,323,US,USD,2021-06-26,2021-07-10,cat3,subcat3
1521,4997,Multi-layered optimal application,7200,6115,failed,75,US,USD,2020-02-21,2021-02-23,cat5,subcat5
2780,2239,Business-focused full-range core,129100,188404,successful,2326,US,USD,2021-06-22,2021-12-17,cat5,subcat5
2316,4587,Exclusive system-worthy Graphic Interface,6500,9910,successful,381,US,USD,2021-04-14,2021-05-29,cat4,subcat4
2247,4113,Enhanced optimal ability,170600,114523,failed,4405,US,USD,2020-11-21,2021-01-19,cat2,subcat2
2408,4762,Optional zero administration neural-net,7800,3144,failed,92,US,USD,2021-04-12,2021-07-02,cat2,subcat2
3184,5242,Ameliorated foreground focus group,6200,13441,successful,480,US,USD,2020-07-18,2021-03-28,cat5,subcat5
1680,5765,Triple-buffered multi-tasking matrices,9400,4899,failed,64,US,USD,2021-03-02,2021-09-20,cat6,subcat16
2585,2185,Versatile dedicated migration,2400,11990,successful,226,US,USD,2021-06-12,2021-08-18,cat6,subcat19
1561,5500,Devolved foreground customer loyalty,7800,6839,failed,64,US,USD,2021-06-09,2021-06-18,cat5,subcat7
2632,3494,Reduced reciprocal focus group,9800,11091,successful,241,US,USD,2020-12-09,2021-05-26,cat2,subcat2
439,3924,Networked global migration,3100,13223,successful,132,US,USD,2020-06-14,2021-02-09,cat5,subcat7
461,3521,De-engineered even-keeled definition,9800,7608,canceled,75,IT,EUR,2021-07-03,2021-07-08,cat8,subcat15
1419,5262,Implemented bi-directional flexibility,141100,74073,failed,842,US,USD,2021-11-15,2021-12-07,cat6,subcat19
2986,3684,Vision-oriented scalable definition,97300,153216,successful,2043,US,USD,2020-12-29,2021-05-30,cat1,subcat1
2031,5784,Future-proofed upward-trending migration,6600,4814,failed,112,US,USD,2021-10-15,2021-11-30,cat4,subcat4
1627,1498,Right-sized full-range throughput,7600,4603,canceled,139,IT,EUR,2021-11-06,2021-12-10,cat4,subcat4
2175,6073,Polarized composite customer loyalty,66600,37823,failed,374,US,USD,2020-10-08,2021-04-11,cat2,subcat8
1788,4939,Expanded eco-centric policy,111100,62819,canceled,1122,US,USD,2020-12-30,2021-08-18,cat1,subcat1
